CD_SETOR;V00644;V00645;V00646;V00647;V00648;V00649;V00650;V00651;V00652;V00653;V00654;V00655;V00656;V00657;V00658;V00659;V00660;V00661;V00662;V00663;V00664;V00665;V00666;V00667;V00668;V00669;V00670;V00671;V00672;V00673;V00674;V00675;V00676;V00677;V00678;V00679;V00680;V00681;V00682;V00683;V00684;V00685;V00686;V00687;V00688;V00689;V00690;V00691;V00692;V00693;V00694;V00695;V00696;V00697;V00698;V00699;V00700;V00701;V00702;V00703;V00704;V00705;V00706;V00707;V00708;V00709;V00710;V00711;V00712;V00713;V00714;V00715;V00716;V00717;V00718;V00719;V00720;V00721;V00722;V00723;V00724;V00725;V00726;V00727;V00728;V00729;V00730;V00731;V00732;V00733;V00734;V00735;V00736;V00737;V00738;V00739;V00740;V00741;V00742;V00743;V00744;V00745;V00746;V00747;V00748;V00749;V00750;V00751;V00752;V00753;V00754;V00755;V00756;V00757;V00758;V00759;V00760;V00761;V00762;V00763;V00764;V00765;V00766;V00767;V00768;V00769;V00770;V00771;V00772;V00773;V00774;V00775;V00776;V00777;V00778;V00779;V00780;V00781;V00782;V00783;V00784;V00785;V00786;V00787;V00788;V00789;V00790;V00791;V00792;V00793;V00794;V00795;V00796;V00797;V00798;V00799;V00800;V00801;V00802;V00803;V00804;V00805;V00806;V00807;V00808;V00809;V00810;V00811;V00812;V00813;V00814;V00815;V00816;V00817;V00818;V00819;V00820;V00821;V00822;V00823;V00824;V00825;V00826;V00827;V00828;V00829;V00830;V00831;V00832;V00833;V00834;V00835;V00836;V00837;V00838;V00839;V00840;V00841;V00842;V00843;V00844;V00845;V00846;V00847;V00848;V00849;V00850;V00851;V00852;V00853;V00854;V00855;V00856;V00857;V00858;V00859;V00860;V00861;V00862;V00863;V00864;V00865;V00866;V00867;V00868;V00869;V00870;V00871;V00872;V00873;V00874;V00875;V00876;V00877;V00878;V00879;V00880;V00881;V00882;V00883;V00884;V00885;V00886;V00887;V00888;V00889;V00890;V00891;V00892;V00893;V00894;V00895;V00896;V00897;V00898;V00899;V00900;V00901;V00902;V00903;V00904;V00905;V00906;V00907;V00908;V00909;V00910;V00911;V00912;V00913;V00914;V00915;V00916;V00917;V00918;V00919;V00920;V00921;V00922;V00923;V00924;V00925;V00926;V00927;V00928;V00929;V00930;V00931;V00932;V00933;V00934;V00935;V00936;V00937;V00938;V00939;V00940;V00941;V00942;V00943;V00944;V00945;V00946;V00947;V00948;V00949;V00950;V00951;V00952;V00953;V00954;V00955;V00956;V00957;V00958;V00959;V00960;V00961;V00962;V00963;V00964;V00965;V00966;V00967;V00968;V00969;V00970;V00971;V00972;V00973;V00974;V00975;V00976;V00977;V00978;V00979;V00980;V00981;V00982;V00983;V00984;V00985;V00986;V00987;V00988;V00989;V00990;V00991;V00992;V00993;V00994;V00995;V00996;V00997;V00998;V00999;V01000;V01001;V01002;V01003;V01004;V01005;CD_MUN
230280005000100;X;X;0;X;6;X;0;0;0;X;X;4;0;0;0;0;0;X;0;0;0;X;0;0;0;0;0;0;0;0;0;X;X;0;0;0;3;3;0;0;0;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;X;0;0;0;0;4;0;0;0;0;0;0;X;0;X;3;X;0;0;0;0;0;3;0;X;0;0;X;3;0;0;0;0;X;X;X;0;X;X;0;X;4;X;0;0;0;X;0;0;0;0;0;0;0;X;0;0;0;X;0;0;0;0;0;0;0;0;0;0;X;0;0;0;X;X;0;0;0;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;X;X;0;0;0;0;0;0;0;X;0;0;X;X;0;0;0;0;X;0;0;0;X;0;6;3;X;5;X;0;3;X;0;3;X;0;3;X;X;X;0;0;0;0;0;0;X;0;X;0;0;0;0;0;0;0;X;X;4;X;0;0;0;0;0;0;0;0;X;5;9;8;0;0;0;0;0;0;3;X;6;6;4;5;5;3;0;0;0;0;0;0;X;X;X;4;0;0;0;0;0;0;X;X;4;X;0;0;X;0;0;0;0;X;X;X;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;X;X;X;4;X;0;X;X;0;3;0;0;X;0;0;0;3;5;X;5;X;0;X;X;X;4;X;0;0;0;0;0;0;0;0;0;0;0;2302800
230280005000101;7;X;0;X;3;X;0;0;0;0;0;X;0;0;0;0;0;7;0;0;0;0;X;0;0;0;0;0;0;0;0;0;X;0;0;0;0;3;0;0;0;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;3;0;0;X;X;X;0;0;0;0;0;0;0;4;X;0;X;X;0;0;0;0;0;0;X;0;7;X;0;X;3;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;X;0;0;0;0;0;0;0;0;0;X;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;X;0;0;0;0;0;0;0;0;4;X;0;X;X;0;0;0;0;0;0;0;0;8;0;4;X;0;X;3;0;X;X;0;0;5;0;3;0;0;X;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;4;X;0;0;0;0;0;0;0;0;0;X;12;3;0;0;0;0;0;0;0;0;12;3;4;X;8;X;0;0;0;0;0;0;0;0;4;X;0;0;0;0;0;0;0;0;8;X;X;0;X;0;0;0;X;0;X;0;0;X;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;0;0;0;0;0;4;X;0;0;0;X;0;0;X;0;X;0;0;X;4;X;0;X;4;X;0;4;X;X;X;3;0;0;0;0;0;0;0;0;0;0;2302800
230280005000103;9;9;11;18;23;15;10;8;X;4;X;4;3;X;0;0;8;0;X;X;0;6;0;X;X;0;8;0;3;0;0;15;0;X;X;0;20;0;X;0;0;13;0;0;X;0;8;0;X;0;0;7;0;X;0;0;X;0;X;0;0;3;0;0;X;0;0;0;0;X;0;X;0;X;0;0;X;0;5;5;3;10;9;7;8;6;X;X;0;0;X;4;4;8;8;14;8;X;X;0;X;X;4;X;9;9;11;18;23;15;8;7;X;4;0;3;3;X;0;0;8;0;X;X;0;6;0;X;X;0;8;0;3;0;0;15;0;X;X;0;20;0;X;0;0;13;0;0;0;0;8;0;X;0;0;6;0;X;0;0;X;0;X;0;0;3;0;0;0;0;0;0;0;X;0;X;0;X;0;0;X;0;5;5;3;10;9;7;7;5;X;X;0;0;X;4;4;8;8;14;8;X;X;0;X;0;3;X;29;0;73;3;10;X;13;0;40;X;4;0;16;0;33;X;6;X;5;0;X;0;0;0;22;0;0;0;9;0;X;X;0;0;63;X;0;0;X;0;X;X;0;0;6;X;0;0;112;5;16;0;5;3;0;0;91;X;0;0;57;X;55;3;9;0;X;X;0;0;46;X;0;0;7;0;3;X;0;0;45;X;0;0;X;0;0;0;X;0;13;0;16;0;9;0;4;X;5;0;X;0;X;0;0;X;X;X;X;0;8;0;4;X;0;0;44;X;0;0;3;0;29;0;X;0;0;0;19;X;3;X;56;3;34;0;22;3;34;22;11;21;9;7;X;X;0;X;0;0;X;0;X;X;2302800
230280005000104;126;84;98;101;83;65;62;51;46;28;23;42;14;22;3;0;101;0;14;3;0;67;0;12;3;0;83;0;9;3;0;89;0;8;4;0;71;0;9;5;0;51;0;5;X;0;55;0;8;4;0;39;0;7;3;0;36;0;3;4;0;21;0;3;0;0;20;0;7;5;0;30;0;X;4;0;9;0;74;38;45;48;47;29;26;26;25;10;10;24;7;52;46;53;53;36;36;36;25;21;18;13;18;7;124;81;94;97;76;42;44;30;22;15;11;14;5;22;3;0;99;0;13;3;0;65;0;12;3;0;79;0;9;3;0;85;0;7;3;0;66;0;6;X;0;35;0;4;X;0;39;0;7;4;0;19;0;5;X;0;15;0;X;3;0;11;0;X;0;0;10;0;4;0;0;10;0;0;X;0;3;0;73;37;42;46;41;14;16;12;11;4;3;7;X;51;44;52;51;35;28;28;18;11;11;8;7;4;299;9;311;97;45;62;152;5;140;61;15;36;147;4;171;36;30;26;47;X;9;0;0;0;243;8;0;0;38;8;14;7;0;0;259;82;0;0;6;8;5;8;0;0;34;46;0;0;655;168;91;17;28;15;0;0;536;136;0;0;307;102;348;66;43;8;11;12;0;0;253;82;0;0;48;9;17;3;0;0;283;54;0;0;17;0;29;0;39;X;57;X;37;X;19;9;30;10;18;13;13;15;11;8;7;9;8;20;4;4;30;11;17;7;0;0;242;74;0;0;25;X;58;23;8;24;60;0;116;27;22;17;289;92;91;48;198;44;91;198;96;59;83;57;5;16;12;3;13;X;5;10;0;X;2302800
230280005000105;10;18;13;9;8;8;8;9;5;5;0;X;X;X;0;0;8;0;3;X;0;14;0;X;X;0;10;0;X;0;0;7;0;4;0;0;4;0;4;0;0;4;0;X;0;0;7;0;0;0;0;9;0;X;0;0;4;0;X;0;0;3;0;0;0;0;0;0;0;X;0;0;0;0;0;0;X;0;5;9;6;7;X;3;4;5;3;3;0;X;0;5;9;7;X;6;5;4;4;X;X;0;0;X;10;18;13;9;7;7;6;4;X;3;0;0;0;X;0;0;8;0;3;X;0;14;0;X;X;0;10;0;X;0;0;7;0;4;0;0;3;0;4;0;0;3;0;X;0;0;5;0;0;0;0;4;0;0;0;0;X;0;X;0;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;9;6;7;X;3;4;X;X;X;0;0;0;5;9;7;X;5;4;X;X;X;X;0;0;0;41;0;35;12;3;4;20;0;19;5;X;X;21;0;16;7;X;X;7;0;X;0;0;0;32;0;0;0;11;X;0;0;0;0;24;11;0;0;X;X;0;X;0;0;X;X;0;0;79;16;19;X;X;X;0;0;58;13;0;0;41;7;38;9;8;X;X;X;0;0;32;5;0;0;11;X;X;0;0;0;26;8;0;0;X;0;6;0;5;0;6;0;3;X;4;X;3;X;X;4;X;X;X;X;0;0;0;X;0;0;4;X;X;X;0;0;26;9;0;0;6;0;10;3;X;X;6;0;8;6;0;X;31;11;17;4;14;7;17;14;12;15;9;6;X;X;0;0;X;X;X;0;0;0;2302800
230280005000106;16;18;22;24;36;24;15;18;19;9;9;7;7;6;X;0;9;0;7;X;0;10;0;6;X;0;14;0;9;X;0;13;0;8;0;0;27;X;8;0;X;15;0;4;X;0;10;0;X;X;0;16;0;3;X;0;14;0;X;0;0;7;0;X;0;0;7;0;3;0;0;4;0;X;0;0;6;0;7;10;14;10;16;10;8;8;9;6;4;4;3;9;8;8;14;20;14;7;10;10;3;5;3;4;16;18;22;24;36;24;13;16;19;7;9;5;3;6;X;0;9;0;7;X;0;10;0;6;X;0;14;0;9;X;0;13;0;8;0;0;27;X;8;0;X;15;0;4;X;0;8;0;X;X;0;14;0;3;X;0;14;0;X;0;0;6;0;X;0;0;7;0;X;0;0;3;0;0;0;0;3;0;7;10;14;10;16;10;6;6;9;5;4;3;X;9;8;8;14;20;14;7;10;10;X;5;X;X;56;0;132;4;24;8;31;0;57;4;13;4;25;0;75;0;11;4;19;0;4;0;0;0;33;0;0;0;33;0;6;0;X;0;91;4;X;0;5;3;0;0;0;0;19;5;0;0;212;12;57;3;10;0;X;0;143;9;X;0;101;8;111;4;27;X;6;0;X;0;67;7;0;0;30;X;4;0;0;0;76;X;X;0;0;0;X;0;3;0;9;0;17;0;11;0;9;X;11;0;12;0;5;X;5;0;4;X;X;0;23;X;3;0;X;0;63;X;0;0;4;0;34;X;10;0;X;0;35;0;6;X;90;3;48;X;42;X;48;42;19;37;28;22;0;3;0;X;3;0;X;3;X;0;2302800
230280005000107;40;38;40;30;37;36;25;26;33;18;20;27;7;9;X;0;30;0;8;3;0;27;0;8;3;0;29;0;9;X;0;20;0;7;X;0;29;0;0;X;0;34;0;5;3;0;16;X;6;X;0;18;0;4;5;0;24;0;X;X;0;15;0;6;X;0;12;0;8;4;0;15;0;X;X;0;4;0;21;18;18;16;21;20;9;6;15;10;9;11;5;19;20;22;14;16;16;16;20;18;8;11;16;X;39;38;39;28;34;30;22;20;19;13;8;14;X;8;X;0;30;0;8;3;0;27;0;8;3;0;28;0;8;X;0;19;0;7;X;0;26;0;0;X;0;28;0;5;X;0;14;X;5;X;0;14;0;3;X;0;14;0;X;X;0;10;0;X;0;0;6;0;5;X;0;8;0;X;X;0;0;0;20;18;18;14;19;15;6;6;6;7;4;5;X;19;20;21;14;15;15;16;14;13;6;4;9;0;116;X;153;34;37;35;56;X;66;21;18;17;60;X;87;13;19;18;24;X;7;0;0;0;85;X;0;0;28;3;9;5;0;0;115;26;X;0;9;7;4;6;0;0;24;22;0;0;306;71;61;11;20;11;0;0;224;49;X;0;140;39;166;32;23;6;10;7;0;0;106;26;X;0;38;5;10;4;0;0;118;23;0;0;0;0;4;0;14;0;10;0;13;X;18;3;14;X;11;X;11;8;10;X;5;8;8;9;0;3;20;4;7;7;0;0;90;26;X;0;7;0;28;9;11;9;11;0;49;7;12;12;118;37;46;18;72;19;46;72;29;32;54;41;X;X;3;6;X;8;5;5;0;0;2302800
230280005000108;12;12;11;16;13;11;14;10;7;10;6;12;X;7;X;0;4;0;4;0;0;8;0;4;0;0;7;0;5;4;0;7;0;6;0;0;7;0;3;X;0;7;0;5;0;0;9;0;X;0;0;8;0;3;4;0;0;0;4;X;0;4;0;X;X;0;3;0;5;X;0;5;0;0;0;0;X;0;4;4;5;7;7;5;4;3;4;5;X;6;0;8;8;6;9;6;6;10;7;3;5;5;6;X;12;12;10;15;12;11;14;9;7;8;4;6;X;7;X;0;4;0;4;0;0;8;0;4;0;0;6;0;5;3;0;7;0;6;0;0;6;0;3;X;0;7;0;5;0;0;9;0;X;0;0;7;0;3;4;0;0;0;4;X;0;3;0;X;0;0;X;0;3;X;0;X;0;0;0;0;X;0;4;4;4;7;7;5;4;X;4;4;X;3;0;8;8;6;8;5;6;10;7;3;4;3;3;X;34;X;68;3;19;11;12;X;29;X;8;4;22;0;39;X;11;7;15;0;X;0;0;0;18;X;0;0;24;0;8;X;0;0;36;X;0;0;9;X;3;X;0;0;7;7;0;0;121;15;48;X;12;3;0;0;61;10;0;0;49;6;72;9;16;X;8;X;0;0;25;4;0;0;32;X;4;X;0;0;36;6;0;0;0;0;3;0;X;0;4;0;5;0;7;0;5;0;6;X;4;0;6;0;X;X;4;4;X;X;13;X;8;X;0;0;27;6;0;0;X;0;13;X;7;X;3;0;18;0;6;6;48;8;21;X;27;6;20;27;8;14;15;19;X;X;X;X;0;X;X;5;0;0;2302800
230280005000109;36;48;40;45;36;34;42;38;33;16;18;32;10;7;X;0;28;0;13;0;0;35;0;8;X;0;31;0;8;X;0;35;0;8;X;0;27;0;7;4;0;23;0;14;3;0;25;0;5;X;0;32;0;10;0;0;23;0;4;0;0;12;0;3;0;0;15;0;9;0;0;23;0;4;X;0;5;0;20;17;16;21;21;12;14;20;16;7;5;15;4;16;31;24;24;15;22;28;18;17;9;13;17;6;36;48;38;44;36;34;41;36;30;12;17;25;9;7;X;0;28;0;13;0;0;35;0;8;X;0;29;0;8;X;0;34;0;8;X;0;27;0;7;4;0;23;0;14;3;0;24;0;5;X;0;30;0;10;0;0;20;0;4;0;0;8;0;3;0;0;14;0;8;0;0;17;0;4;X;0;4;0;20;17;15;20;21;12;13;19;14;5;4;11;4;16;31;23;24;15;22;28;17;16;7;13;14;5;122;X;221;7;63;13;52;X;99;5;24;7;70;X;122;X;39;6;28;0;X;0;0;0;92;X;0;0;52;0;11;0;0;0;158;7;0;0;19;X;X;0;0;0;43;12;0;0;406;22;99;X;14;0;0;0;293;21;0;0;175;13;231;9;41;X;7;0;0;0;127;12;0;0;58;0;7;0;0;0;166;9;0;0;X;0;13;0;14;0;22;X;19;0;14;0;25;0;21;X;20;X;8;X;9;X;20;4;4;X;44;X;9;0;0;0;138;12;0;0;10;0;44;3;15;5;19;0;77;X;26;3;191;13;69;8;122;5;69;122;50;52;45;36;X;3;X;4;3;4;X;7;X;3;2302800
230280005000110;4;X;5;3;5;9;3;0;X;3;X;3;X;X;0;0;3;0;0;0;0;X;0;0;0;0;5;0;0;X;0;X;0;X;0;0;4;0;X;0;0;7;0;0;0;0;3;0;0;0;0;0;0;X;0;0;0;0;X;0;0;X;0;0;0;0;X;0;0;0;0;3;0;0;0;0;X;0;X;X;X;X;X;4;3;0;X;X;0;X;X;3;X;3;X;4;5;0;0;X;X;X;X;0;4;X;5;3;5;9;3;0;X;X;X;X;X;X;0;0;3;0;0;0;0;X;0;0;0;0;5;0;0;X;0;X;0;X;0;0;4;0;X;0;0;7;0;0;0;0;3;0;0;0;0;0;0;X;0;0;0;0;X;0;0;0;0;0;0;0;X;0;0;0;0;X;0;0;0;0;X;0;X;X;X;X;X;4;3;0;X;X;0;X;X;3;X;3;X;4;5;0;0;X;0;X;0;0;11;0;22;0;4;4;4;0;10;0;3;X;7;0;12;0;X;3;X;0;0;0;0;0;10;0;0;0;5;0;X;0;0;0;16;0;0;0;X;0;0;0;0;0;3;4;0;0;37;4;7;0;X;0;0;0;29;4;0;0;17;X;20;3;3;0;0;0;0;0;14;X;0;0;4;0;X;0;0;0;15;3;0;0;0;0;X;0;X;0;3;0;3;0;4;0;X;0;0;0;X;0;X;X;X;0;0;X;X;0;X;0;X;0;0;0;16;X;0;0;X;0;7;0;X;X;X;0;6;0;X;X;19;X;10;X;9;X;10;9;4;7;3;4;0;0;0;0;0;0;0;0;0;0;2302800
230280005000111;23;19;28;11;12;14;16;10;12;4;8;8;4;6;5;0;12;0;3;4;0;12;0;5;X;0;21;0;3;X;0;7;0;X;X;0;9;0;7;X;0;5;0;X;6;0;8;0;X;X;0;7;0;X;X;0;9;0;X;0;0;3;0;0;X;0;6;0;X;X;0;6;0;X;0;0;X;0;12;12;13;4;6;6;5;6;3;X;3;X;X;11;7;15;7;6;8;11;4;9;3;5;7;X;23;18;25;11;10;10;9;8;10;3;0;4;4;6;5;0;12;0;3;3;0;12;0;5;X;0;18;0;3;X;0;7;0;X;X;0;7;0;6;X;0;X;0;X;4;0;3;0;X;X;0;6;0;X;X;0;7;0;X;0;0;X;0;0;0;0;0;0;0;X;0;3;0;X;0;0;X;0;12;11;11;4;4;5;X;5;X;X;0;0;X;11;7;14;7;6;5;8;3;8;X;0;4;X;66;4;58;17;11;13;34;3;21;9;3;4;32;X;37;8;8;9;14;0;10;X;0;0;42;3;0;0;16;X;10;3;0;0;32;13;0;0;3;X;X;X;0;0;7;10;0;0;135;34;33;X;21;6;0;0;81;26;0;0;58;16;77;18;15;X;5;4;0;0;38;11;0;0;18;X;16;X;0;0;43;15;0;0;X;0;3;0;11;X;6;0;4;X;6;X;5;6;6;X;8;X;X;X;0;5;3;3;X;0;13;X;9;4;0;0;36;17;0;0;5;0;10;6;X;3;11;X;25;6;6;6;58;22;16;9;42;13;16;42;13;15;23;17;0;X;3;0;X;0;X;X;0;0;2302800
230280005000112;0;X;0;X;3;X;0;0;0;3;X;X;0;0;0;0;0;0;X;0;0;0;0;0;0;0;0;0;X;0;0;0;0;X;0;0;X;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;X;0;0;0;0;X;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;X;X;0;0;0;X;X;X;0;0;X;0;X;X;0;0;0;0;X;X;X;0;0;X;0;X;3;X;0;0;0;3;X;X;0;0;0;0;0;0;X;0;0;0;0;0;0;0;0;0;X;0;0;0;0;X;0;0;X;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;X;0;0;0;0;X;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;X;X;0;0;0;X;X;X;0;0;X;0;X;X;0;0;0;0;X;X;X;0;X;0;5;0;7;0;0;0;3;0;3;0;X;0;X;0;4;0;X;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;X;0;0;0;4;0;0;0;0;0;3;0;0;0;13;0;8;0;0;0;0;0;5;0;0;0;6;0;7;0;3;0;0;0;0;0;3;0;0;0;5;0;0;0;0;0;X;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;0;0;0;0;X;0;X;0;X;0;0;0;3;0;0;0;0;0;X;0;0;0;0;0;X;0;3;0;0;0;X;0;0;0;5;0;4;0;X;0;4;X;X;4;X;X;0;X;0;0;0;0;0;0;0;0;2302800
230280005000114;31;39;46;43;49;51;28;20;12;10;21;12;8;9;4;X;17;0;12;6;X;20;0;14;5;0;27;0;17;0;X;25;0;15;10;X;23;0;13;6;X;31;0;11;X;0;15;0;6;X;X;12;0;6;X;0;5;0;3;3;0;4;0;8;4;0;9;0;7;X;0;4;0;4;0;0;4;0;13;20;26;15;24;23;10;12;3;4;11;4;3;18;19;20;28;25;28;18;8;9;6;10;8;5;31;39;46;43;49;50;27;20;12;9;17;12;6;9;4;X;17;0;12;6;X;20;0;14;5;0;27;0;17;0;X;25;0;15;10;X;23;0;13;6;X;30;0;11;X;0;14;0;6;X;X;12;0;6;X;0;5;0;3;3;0;3;0;7;X;0;9;0;7;X;0;4;0;3;0;0;3;0;13;20;26;15;24;22;9;12;3;3;9;4;X;18;19;20;28;25;28;18;8;9;6;8;8;4;116;0;201;X;44;7;59;0;85;X;18;4;57;0;116;0;26;3;35;0;15;0;X;0;64;0;0;0;68;0;20;0;4;0;109;X;0;0;20;X;5;3;0;0;19;X;0;0;361;9;123;X;40;3;6;0;192;4;0;0;162;6;199;3;51;X;19;X;X;0;90;3;0;0;72;0;21;X;4;0;102;X;0;0;X;0;12;0;20;0;19;0;30;0;33;X;13;X;15;0;8;0;5;X;13;X;5;0;X;0;57;X;21;X;3;0;94;3;0;0;22;0;63;X;10;3;11;0;55;0;14;0;175;5;95;5;80;0;95;80;26;66;28;33;5;7;3;X;X;4;3;6;0;0;2302800
230280005000115;68;64;57;81;65;43;46;23;21;20;7;9;3;18;5;0;45;0;18;X;0;44;0;15;5;0;37;0;15;12;0;54;0;16;3;0;46;0;4;6;0;33;0;11;11;0;24;0;4;X;0;17;0;5;X;0;15;0;5;X;0;13;0;X;0;0;5;0;X;X;0;6;0;0;X;0;X;0;38;43;24;29;26;18;18;9;9;7;X;X;X;30;21;33;52;39;25;28;14;12;13;5;7;X;67;61;52;78;59;40;38;15;14;11;4;7;X;17;5;0;45;0;16;X;0;44;0;14;3;0;35;0;14;11;0;53;0;12;3;0;44;0;4;5;0;31;0;9;9;0;20;0;3;X;0;11;0;4;0;0;10;0;4;X;0;6;0;0;0;0;4;0;X;X;0;5;0;0;0;0;X;0;37;42;21;28;25;16;15;7;4;3;0;X;X;30;19;31;50;34;24;23;8;10;8;4;5;X;180;9;244;35;24;15;100;5;95;14;6;6;80;4;149;21;18;9;47;4;9;3;0;0;124;X;0;0;46;9;29;6;0;0;169;20;0;0;5;4;X;X;0;0;17;9;0;0;448;59;98;17;40;11;0;0;310;31;0;0;201;25;247;34;53;8;19;4;0;0;129;13;0;0;45;9;21;7;0;0;181;18;0;0;4;0;7;0;23;X;49;X;31;5;29;0;27;4;10;6;8;3;8;4;4;X;5;X;X;X;38;9;21;6;0;0;147;14;0;0;9;0;40;X;X;3;25;X;114;19;17;5;206;29;50;4;156;25;50;156;67;34;71;41;0;X;4;4;3;5;4;5;X;0;2302800
230280005000116;75;63;59;88;83;53;37;30;23;12;4;11;3;16;6;0;53;0;19;X;0;43;0;12;0;0;47;0;16;6;0;66;0;15;8;0;60;0;14;X;0;38;0;7;5;0;25;0;3;3;0;24;0;6;X;0;16;0;0;X;0;10;0;X;0;0;3;0;6;0;0;5;0;X;0;0;X;0;46;29;27;36;35;14;14;9;8;7;0;5;X;29;34;32;52;48;39;23;21;15;5;4;6;X;72;63;58;84;76;46;26;23;12;9;X;5;X;16;6;0;50;0;19;X;0;43;0;11;0;0;47;0;15;6;0;63;0;15;8;0;53;0;13;X;0;32;0;6;3;0;17;0;3;X;0;18;0;3;X;0;8;0;0;X;0;7;0;X;0;0;X;0;X;0;0;3;0;0;0;0;X;0;43;29;27;32;30;11;9;8;3;4;0;3;0;29;34;31;52;46;35;17;15;9;5;X;X;X;193;4;267;47;17;13;99;3;93;23;7;6;94;X;174;24;10;7;46;X;7;0;0;0;140;3;0;0;55;6;21;3;0;0;191;38;0;0;3;6;X;0;0;0;12;7;0;0;477;64;104;13;30;3;0;0;343;48;0;0;199;32;278;32;47;7;14;X;0;0;138;23;0;0;57;6;16;X;0;0;205;25;0;0;X;0;9;0;26;0;46;X;41;3;38;6;15;10;15;4;10;5;6;X;X;X;X;4;0;0;42;4;13;X;0;0;156;30;0;0;12;0;28;9;X;X;24;0;137;20;8;5;211;36;42;11;169;25;42;169;71;39;73;58;X;X;4;0;X;3;4;6;0;0;2302800
230280005000117;39;30;32;32;25;22;14;13;10;14;7;12;6;7;5;0;27;0;4;3;0;23;0;6;X;0;25;0;6;3;0;23;0;4;X;0;20;0;3;X;0;17;0;3;X;0;10;0;X;X;0;9;0;X;X;0;6;0;X;0;0;12;0;X;0;0;6;0;X;X;0;8;0;X;0;0;5;0;24;12;13;15;15;8;7;8;6;6;X;5;5;15;18;19;17;10;14;7;5;4;8;5;7;X;37;29;31;26;20;18;8;4;5;5;X;4;X;7;4;0;26;0;4;3;0;22;0;6;X;0;24;0;4;3;0;19;0;3;X;0;16;0;3;X;0;14;0;3;0;0;5;0;X;X;0;X;0;X;X;0;3;0;X;0;0;4;0;0;0;0;X;0;X;0;0;3;0;0;0;0;X;0;22;11;12;12;11;7;X;3;3;0;0;X;X;15;18;19;14;9;11;6;X;X;5;X;3;0;97;4;81;35;13;26;45;4;38;21;3;15;52;0;43;14;10;11;17;0;8;X;0;0;72;3;0;0;15;5;8;3;0;0;58;27;0;0;X;4;0;X;0;0;11;20;0;0;191;65;34;9;16;6;0;0;141;50;0;0;86;40;105;25;14;5;11;3;0;0;61;32;0;0;20;4;5;3;0;0;80;18;0;0;0;0;4;X;9;X;12;3;11;X;13;X;5;4;X;4;5;4;X;5;X;3;3;4;0;X;14;7;7;X;0;0;47;26;0;0;6;X;23;13;X;8;7;0;25;5;6;6;68;34;30;23;38;11;30;38;12;31;37;30;X;0;3;3;0;0;3;3;0;0;2302800
230280005000118;21;32;21;27;22;16;24;16;17;10;14;15;10;6;X;0;13;0;7;0;0;25;0;4;0;0;17;0;10;0;0;17;0;5;3;0;14;0;4;0;0;12;0;5;3;0;16;0;5;X;0;10;0;5;X;0;11;0;X;X;0;7;0;4;X;0;9;0;4;0;0;11;0;3;X;0;6;0;8;20;11;14;7;7;13;8;9;6;6;7;4;13;12;10;13;15;9;11;8;8;4;8;8;6;21;32;21;25;22;15;16;12;12;5;5;9;4;6;X;0;13;0;7;0;0;25;0;4;0;0;17;0;9;0;0;16;0;5;3;0;14;0;4;0;0;11;0;3;X;0;11;0;4;0;0;8;0;3;0;0;9;0;X;0;0;3;0;X;0;0;4;0;3;0;0;6;0;X;X;0;X;0;8;20;11;12;7;7;8;4;6;X;3;4;X;13;12;10;13;15;8;8;8;6;4;X;5;3;74;0;102;20;23;26;39;0;44;14;9;14;35;0;58;6;14;12;17;0;X;0;0;0;55;0;0;0;28;6;5;3;0;0;69;11;0;0;7;6;X;X;0;0;15;18;0;0;199;46;52;12;8;5;0;0;139;29;0;0;92;28;107;18;29;8;4;3;0;0;59;17;0;0;23;4;4;X;0;0;80;12;0;0;X;0;9;0;3;0;10;0;13;0;9;X;7;3;4;X;8;3;4;4;X;6;5;X;X;X;18;4;4;3;0;0;54;15;0;0;7;0;16;3;X;8;6;0;35;5;10;6;76;22;25;11;51;11;25;51;27;17;26;27;X;5;3;3;4;X;4;X;X;0;2302800
