SETOR;V00090;V00091;V00092;V00093;V00094;V00095;V00096;V00097;V00098;V00099;V00100;V00101;V00102;V00103;V00104;V00105;V00106;V00107;V00108;V00109;V00110;V00111;V00112;V00113;V00114;V00115;V00116;V00117;V00118;V00119;V00120;V00121;V00122;V00123;V00124;V00125;V00126;V00127;V00128;V00129;V00130;V00131;V00132;V00133;V00134;V00135;V00136;V00137;V00138;V00139;V00140;V00141;V00142;V00143;V00144;V00145;V00146;V00147;V00148;V00149;V00150;V00151;V00152;V00153;V00154;V00155;V00156;V00157;V00158;V00159;V00160;V00161;V00162;V00163;V00164;V00165;V00166;V00167;V00168;V00169;V00170;V00171;V00172;V00173;V00174;V00175;V00176;V00177;V00178;V00179;V00180;V00181;V00182;V00183;V00184;V00185;V00186;V00187;V00188;V00189;V00190;V00191;V00192;V00193;V00194;V00195;V00196;V00197;V00198;V00199;V00200;V00201;V00202;V00203;V00204;V00205;V00206;V00207;V00208;V00209;V00210;V00211;V00212;V00213;V00214;V00215;V00216;V00217;V00218;V00219;V00220;V00221;V00222;V00223;V00224;V00225;V00226;V00227;V00228;V00229;V00230;V00231;V00232;V00233;V00234;V00235;V00236;V00237;V00238;V00239;V00240;V00241;V00242;V00243;V00244;V00245;V00246;V00247;V00248;V00249;V00250;V00251;V00252;V00253;V00254;V00255;V00256;V00257;V00258;V00259;V00260;V00261;V00262;V00263;V00264;V00265;V00266;V00267;V00268;V00269;V00270;V00271;V00272;V00273;V00274;V00275;V00276;V00277;V00278;V00279;V00280;V00281;V00282;V00283;V00284;V00285;V00286;V00287;V00288;V00289;V00290;V00291;V00292;V00293;V00294;V00295;V00296;V00297;V00298;V00299;V00300;V00301;V00302;V00303;V00304;V00305;V00306;V00307;V00308;V00309;V00310;V00311;V00312;V00313;V00314;V00315;V00316;V00317;V00318;V00319;V00320;V00321;V00322;V00323;V00324;V00325;V00326;V00327;V00328;V00329;V00330;V00331;V00332;V00333;V00334;V00335;V00336;V00337;V00338;V00339;V00340;V00341;V00342;V00343;V00344;V00345;V00346;V00347;V00348;V00349;V00350;V00351;V00352;V00353;V00354;V00355;V00356;V00357;V00358;V00359;V00360;V00361;V00362;V00363;V00364;V00365;V00366;V00367;V00368;V00369;V00370;V00371;V00372;V00373;V00374;V00375;V00376;V00377;V00378;V00379;V00380;V00381;V00382;V00383;V00384;V00385;V00386;V00387;V00388;V00389;V00390;V00391;V00392;V00393;V00394;V00395;V00396;V00397;V00398;V00399;V00400;V00401;V00402;V00403;V00404;V00405;V00406;V00407;V00408;V00409;V00410;V00411;V00412;V00413;V00414;V00415;V00416;V00417;V00418;V00419;V00420;V00421;V00422;V00423;V00424;V00425;V00426;V00427;V00428;V00429;V00430;V00431;V00432;V00433;V00434;V00435;V00436;V00437;V00438;V00439;V00440;V00441;V00442;V00443;V00444;V00445;V00446;V00447;V00448;V00449;V00450;V00451;V00452;V00453;V00454;V00455;V00456;V00457;V00458;V00459;V00460;V00461;V00462;V00463;V00464;V00465;V00466;V00467;V00468;V00469;V00470;V00471;V00472;V00473;V00474;V00475;V00476;V00477;V00478;V00479;V00480;V00481;V00482;V00483;V00484;V00485;V00486;V00487;V00488;V00489;V00490;V00491;V00492;V00493;V00494;V00495;CD_MUN
230280005000067;73;21;X;200;0;0;0;0;0;0;9;4;0;24;0;110;186;0;0;11;26;329;X;X;0;0;0;0;0;294;X;X;0;0;0;0;0;0;0;0;0;0;0;0;0;35;X;X;0;0;0;0;0;79;24;X;224;0;X;X;0;0;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;119;210;X;X;X;X;0;0;0;0;0;0;0;0;0;0;333;0;0;296;0;0;0;0;0;37;0;0;82;25;X;224;0;0;0;0;0;0;0;0;0;0;0;121;212;0;0;0;0;214;101;12;6;0;0;0;194;86;10;6;0;0;0;0;0;0;0;0;0;0;20;15;X;0;0;0;0;47;16;X;150;0;31;6;0;64;0;X;X;X;7;0;X;X;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;83;131;31;70;4;8;3;3;0;0;0;0;0;0;147;0;13;168;3;X;X;0;125;0;11;155;3;X;X;0;0;0;0;0;0;0;0;0;22;0;X;13;0;0;0;0;30;11;X;104;0;0;0;0;0;0;5;3;0;5;0;47;11;0;110;0;0;0;0;3;0;0;0;0;X;0;0;0;0;X;0;0;0;0;0;0;53;94;0;0;8;5;57;111;X;X;X;0;X;0;0;0;331;X;0;0;0;0;296;0;0;0;0;0;0;0;0;0;0;0;35;X;0;0;0;0;82;25;X;222;0;0;0;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;120;211;X;X;0;0;0;0;0;0;0;0;X;3;X;X;0;0;0;X;X;0;0;0;0;X;X;0;0;0;X;0;X;X;214;101;12;6;0;0;0;0;0;333;0;2302800
230280005000068;16;8;0;196;0;X;0;0;3;0;0;0;0;7;0;58;162;0;4;3;4;229;X;0;0;0;0;X;0;218;X;0;0;0;0;X;0;4;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;16;8;0;205;0;0;0;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;0;0;0;0;60;169;0;X;0;0;0;0;0;0;0;0;X;0;0;0;230;0;X;219;0;X;4;0;0;7;0;0;17;8;0;205;0;0;0;0;0;0;0;0;0;X;0;61;169;0;0;0;X;182;38;10;X;0;0;0;174;35;10;X;0;0;0;X;X;0;0;0;0;0;6;X;0;0;0;0;0;13;6;0;163;0;3;X;0;34;0;X;X;0;8;0;0;0;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;148;18;20;8;X;X;0;0;0;0;0;0;0;28;0;6;194;X;X;0;0;27;0;6;184;X;X;0;0;0;0;0;4;0;0;0;0;X;0;0;6;0;0;0;0;7;X;0;19;0;0;0;0;0;0;X;0;0;5;0;9;5;0;180;0;0;X;0;X;0;0;0;0;X;0;0;0;0;0;0;0;0;0;0;0;7;21;0;0;6;0;47;147;X;X;0;X;0;0;0;0;226;4;0;0;X;0;215;4;0;0;X;0;4;0;0;0;0;0;7;0;0;0;0;0;16;8;0;202;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;0;0;0;0;57;169;3;X;0;0;0;0;X;0;0;0;X;X;X;X;0;0;0;0;X;0;0;0;0;0;0;0;X;0;X;0;0;X;182;38;10;0;0;X;0;0;0;231;0;2302800
230280005000069;58;41;0;210;X;X;X;0;X;0;6;X;0;16;0;108;202;X;X;10;14;294;19;3;0;5;0;X;15;276;10;X;0;5;0;X;15;4;0;0;0;0;0;0;0;14;9;X;0;0;0;0;0;58;40;0;195;X;4;X;0;13;0;X;0;0;X;0;0;0;0;0;0;0;X;0;4;0;0;0;0;0;0;0;0;0;X;0;3;X;0;11;0;98;196;8;11;3;0;0;0;4;X;0;0;0;X;7;8;315;9;14;288;9;13;4;0;0;23;0;X;63;42;0;209;X;X;X;0;6;0;X;X;0;12;0;109;206;4;5;7;7;294;35;3;X;3;X;X;270;32;X;X;3;X;X;4;0;0;0;0;0;0;20;3;X;0;0;0;0;58;38;0;197;X;7;3;0;25;0;X;0;0;X;0;0;X;0;0;0;0;0;0;3;0;0;X;0;0;0;0;X;0;0;0;102;192;14;21;X;X;X;0;X;X;0;X;X;0;184;28;29;68;22;X;4;X;162;23;28;68;22;X;4;X;X;X;X;0;0;0;0;0;21;3;0;0;0;0;0;0;36;19;0;128;X;10;4;0;14;0;8;3;0;18;0;8;14;0;46;0;3;X;0;17;0;0;0;0;X;0;X;X;0;X;0;0;X;0;0;0;58;126;10;18;10;19;34;34;6;16;0;X;X;3;X;0;238;95;4;0;X;0;213;92;4;0;X;0;4;0;0;0;0;0;21;3;0;0;0;0;47;29;0;161;X;19;14;0;62;0;0;X;0;3;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;0;82;156;34;61;4;0;0;0;0;X;0;0;12;32;10;24;0;0;X;8;X;X;0;8;0;6;X;0;24;0;5;7;17;15;294;35;3;0;X;0;0;0;0;333;5;2302800
230280005000070;74;24;X;257;0;0;0;0;0;0;X;X;X;13;0;137;219;0;0;10;7;331;4;0;0;X;0;0;37;314;4;0;0;X;0;0;37;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;71;24;X;234;0;X;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;0;0;0;0;0;0;3;X;0;32;0;131;200;3;X;0;0;0;0;X;0;0;0;0;0;12;25;305;37;31;289;36;31;0;0;0;16;X;0;68;23;X;212;0;5;X;0;31;0;X;X;0;27;0;126;179;11;26;10;21;304;46;3;0;X;13;6;291;42;3;0;X;13;6;0;0;0;0;0;0;0;13;4;0;0;0;0;0;60;21;X;221;0;11;X;0;33;0;X;0;0;X;0;0;0;0;0;0;0;0;0;X;0;X;3;0;8;0;0;0;0;6;0;121;183;18;28;X;X;0;0;X;0;4;9;X;5;275;6;63;X;10;0;11;6;260;6;61;X;10;0;11;6;0;0;0;0;0;0;0;0;15;0;X;0;0;0;0;0;62;22;X;190;0;0;X;0;4;0;10;X;X;51;0;X;0;0;X;0;0;X;0;9;0;0;0;0;0;0;X;0;0;9;0;0;0;0;6;0;110;165;3;3;23;40;X;0;3;7;0;0;5;6;X;5;6;353;7;0;X;6;6;337;7;0;X;5;0;0;0;0;0;0;0;16;0;0;0;X;X;X;0;3;0;69;25;X;257;0;X;0;0;5;0;0;0;0;0;0;X;0;0;0;0;X;0;0;5;0;X;4;140;213;3;4;0;0;X;0;X;5;6;36;6;36;0;0;0;0;0;0;0;6;0;4;X;0;30;0;X;4;14;22;304;46;3;0;0;0;0;0;0;353;20;2302800
230280005000072;67;19;0;159;0;0;0;0;0;0;0;0;0;5;0;120;125;0;0;X;3;242;4;0;0;X;0;0;3;237;4;0;0;X;0;0;3;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;67;18;0;157;0;0;X;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;117;125;X;X;0;0;0;0;X;0;0;0;0;0;X;X;246;X;X;241;X;X;0;0;0;5;0;0;66;18;0;162;0;X;0;0;X;0;0;X;0;X;0;120;126;X;X;X;X;179;55;10;X;X;3;0;176;53;10;X;X;3;0;0;0;0;0;0;0;0;3;X;0;0;0;0;0;48;15;0;116;0;14;4;0;37;0;X;0;0;9;0;X;0;0;X;0;X;0;0;0;0;X;0;0;X;0;0;0;0;0;0;88;91;25;30;5;5;X;0;X;0;X;X;0;0;X;0;52;116;4;76;X;0;X;0;51;113;4;75;X;0;0;0;0;0;0;0;0;0;0;0;X;3;0;X;0;0;0;0;0;X;0;0;0;0;0;0;10;X;0;40;0;35;14;0;67;0;X;0;0;3;0;21;3;0;52;0;0;0;0;X;0;0;0;0;0;0;0;X;0;0;15;37;65;51;X;3;41;35;0;X;0;0;204;46;0;0;0;0;202;43;0;0;0;0;0;0;0;0;0;0;X;3;0;0;0;0;53;16;0;135;0;14;3;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;97;107;25;21;0;0;0;0;0;0;0;0;X;7;X;7;0;0;0;0;0;0;0;X;0;0;X;0;6;0;X;0;4;3;179;55;10;X;0;0;0;0;0;246;4;2302800
230280005000073;22;17;0;174;0;0;0;0;0;0;3;0;0;X;0;70;143;0;0;X;3;204;5;X;0;0;X;0;6;199;5;X;0;0;X;0;6;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;23;16;0;165;0;X;0;0;3;0;0;0;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;0;0;X;0;5;0;66;138;3;X;0;X;0;0;0;0;0;X;0;0;3;3;205;4;9;200;4;9;0;0;0;5;0;0;24;16;0;165;0;0;0;0;4;0;X;X;0;7;0;66;139;X;3;5;4;178;29;X;0;0;6;3;173;29;X;0;0;6;3;0;0;0;0;0;0;0;5;0;0;0;0;0;0;22;14;0;142;0;3;X;0;24;0;0;X;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;3;0;57;121;8;21;X;0;0;0;0;0;3;3;X;X;30;0;X;143;40;0;0;3;28;0;X;140;40;0;0;3;0;0;0;0;0;0;0;0;X;0;0;3;0;0;0;0;X;3;0;26;0;0;0;0;0;0;0;0;0;X;0;17;13;0;113;0;7;X;0;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;13;17;0;0;X;X;40;103;16;24;0;0;0;0;X;X;150;66;X;0;X;0;148;63;X;0;X;0;0;0;0;0;0;0;X;3;0;0;0;0;17;10;0;123;0;8;7;0;51;0;0;0;0;X;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;0;51;99;21;45;0;X;0;0;0;X;0;0;4;10;4;10;0;0;0;0;X;0;0;3;0;X;X;0;8;0;X;3;5;5;178;29;X;0;0;0;0;0;0;209;9;2302800
230280005000074;35;X;0;77;0;0;0;0;0;0;0;0;0;0;0;52;62;0;0;0;0;112;0;0;0;0;X;0;X;112;0;0;0;0;X;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;X;0;76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;0;0;X;0;0;0;50;62;0;0;0;0;0;0;0;0;X;0;0;0;X;0;112;0;X;112;0;X;0;0;0;0;0;0;35;X;0;76;0;0;0;0;0;0;0;X;0;X;0;50;62;0;0;X;0;94;19;0;0;X;0;0;94;19;0;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;X;0;66;0;8;0;0;11;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;49;6;13;0;0;0;0;X;0;0;0;0;0;5;0;0;69;6;34;0;0;5;0;0;69;6;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;X;0;49;0;0;0;0;6;0;12;0;0;22;0;0;0;0;0;0;0;0;0;0;0;X;4;0;0;0;0;33;36;X;4;16;18;0;0;0;0;103;6;X;0;X;X;103;6;X;0;X;X;0;0;0;0;0;0;0;0;0;0;0;0;29;X;0;72;0;3;0;0;3;0;X;0;0;X;0;0;0;0;0;0;X;0;0;0;0;0;0;0;X;0;44;59;3;3;X;0;0;0;X;0;X;0;0;X;0;X;0;0;0;0;0;0;0;0;0;0;X;0;X;0;0;0;X;0;94;19;0;0;0;0;0;0;0;113;X;2302800
230280005000075;34;4;0;99;0;X;X;0;5;0;5;X;0;11;0;47;90;5;3;6;12;156;7;0;0;0;0;0;0;137;0;0;0;0;0;0;0;X;6;0;0;0;0;0;0;17;X;0;0;0;0;0;0;38;7;0;111;0;3;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;101;3;4;0;0;0;0;0;0;0;0;0;0;0;0;159;4;0;133;4;0;8;0;0;18;0;0;40;7;0;112;0;X;0;0;3;0;0;0;0;0;0;56;103;X;X;0;0;110;41;6;4;0;X;0;95;30;6;4;0;X;0;6;X;0;0;0;0;0;9;9;0;0;0;0;0;27;4;0;79;0;12;X;0;27;0;X;X;0;4;0;X;0;0;3;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;0;39;71;16;25;X;4;X;3;0;0;0;X;0;0;15;6;6;135;0;0;X;0;12;0;4;121;0;0;0;0;0;6;X;0;0;0;0;0;3;0;0;14;0;0;X;0;3;X;0;11;0;X;0;0;4;0;0;X;0;4;0;35;4;0;96;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;0;0;0;0;5;10;3;3;3;3;46;89;0;0;0;0;X;0;0;0;139;23;0;0;X;0;113;23;0;0;X;0;8;0;0;0;0;0;18;0;0;0;0;0;36;6;0;97;0;5;X;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;0;50;89;8;15;0;0;0;0;0;X;0;0;5;X;0;0;4;X;X;0;X;0;0;3;0;X;0;0;X;0;X;4;X;0;110;41;6;3;0;X;0;0;0;161;X;2302800
230280005000076;37;16;X;86;0;0;0;0;0;0;4;X;0;16;0;70;70;0;0;10;12;162;0;0;0;0;0;0;0;140;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;41;18;X;102;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80;82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;162;0;0;140;0;0;0;0;0;22;0;0;41;18;X;102;0;0;0;0;0;0;0;0;0;0;0;80;82;0;0;0;0;106;47;6;3;0;0;0;88;43;6;3;0;0;0;0;0;0;0;0;0;0;18;4;0;0;0;0;0;24;11;X;70;0;13;7;0;27;0;X;0;0;4;0;X;0;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51;55;25;22;3;3;X;X;0;0;0;0;0;0;115;0;X;37;9;0;0;0;95;0;X;35;9;0;0;0;0;0;0;0;0;0;0;0;20;0;0;X;0;0;0;0;30;14;X;70;0;0;0;0;0;0;0;0;0;X;0;9;4;0;24;0;X;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;60;0;0;0;X;19;18;6;3;0;0;0;0;0;0;162;0;0;0;0;0;140;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;41;18;X;102;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80;82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;106;47;6;X;X;0;0;0;0;162;0;2302800
230280005000077;53;19;X;124;3;0;0;0;0;0;X;X;0;10;0;99;102;0;0;8;5;195;16;0;X;0;0;0;3;184;14;0;X;0;0;0;X;0;0;0;0;0;0;0;0;11;X;0;0;0;0;0;0;53;18;X;122;X;X;X;X;10;X;0;0;0;0;0;0;0;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;X;X;98;97;8;8;0;0;X;0;0;0;0;0;0;0;X;X;208;3;4;195;3;3;0;0;0;13;0;0;55;20;X;129;X;0;0;0;3;0;0;X;0;X;X;103;105;X;X;3;X;145;58;8;X;0;X;X;134;56;8;X;0;X;0;0;0;0;0;0;0;0;11;X;0;0;0;0;0;37;15;X;88;3;13;4;0;41;0;4;X;0;3;0;X;0;0;X;0;0;0;0;0;0;0;0;0;X;0;0;X;0;0;0;70;75;32;26;3;5;X;X;0;0;X;0;X;0;74;27;54;45;11;0;3;X;65;27;54;41;11;0;3;0;0;0;0;0;0;0;0;0;9;0;0;4;0;0;0;0;25;4;0;44;X;6;X;X;18;0;10;5;X;37;X;11;7;0;26;X;3;X;0;7;0;0;0;0;0;0;0;X;0;X;0;0;X;0;0;0;41;33;10;17;30;24;19;26;5;6;0;0;X;X;X;0;207;5;0;0;X;X;194;4;0;0;X;X;0;0;0;0;0;0;12;X;0;0;0;0;54;21;X;128;X;X;0;0;3;X;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;X;0;105;102;X;3;0;0;0;0;X;0;0;X;3;17;3;14;0;0;0;X;X;0;0;X;0;X;3;X;10;X;X;X;9;8;145;58;8;X;0;0;0;0;0;213;X;2302800
230280005000079;39;5;0;85;0;0;0;0;0;0;15;X;0;34;0;48;81;0;0;22;28;126;52;0;0;0;0;0;X;114;14;0;0;0;0;0;X;0;0;0;0;0;0;0;0;12;38;0;0;0;0;0;0;40;6;0;80;0;13;0;0;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;46;80;23;29;0;0;0;0;0;0;0;0;0;0;X;0;177;X;X;127;X;X;0;0;0;50;0;0;53;5;0;119;0;0;X;0;0;0;X;0;0;0;0;68;109;X;0;X;0;102;46;15;16;0;0;0;60;39;14;16;0;0;0;0;0;0;0;0;0;0;42;7;X;0;0;0;0;27;X;0;73;0;16;3;0;27;0;7;X;0;7;0;4;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;64;16;30;7;8;9;7;0;0;0;0;0;0;65;0;5;66;43;0;0;0;25;0;5;59;40;0;0;0;0;0;0;0;0;0;0;0;40;0;0;7;3;0;0;0;21;0;0;44;0;0;0;0;0;0;X;0;0;4;0;22;3;0;41;0;10;3;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;37;0;0;X;3;24;42;16;27;0;0;0;0;0;0;174;5;0;0;0;0;124;5;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;52;6;0;116;0;X;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;68;106;X;3;0;0;0;0;0;0;0;0;X;51;X;13;0;0;0;38;X;0;0;X;0;13;0;0;38;0;X;0;22;29;102;46;15;9;7;0;0;0;0;179;0;2302800
230280005000081;18;0;0;23;0;0;0;0;5;0;11;X;0;19;0;15;26;X;4;14;17;71;6;0;0;0;0;0;0;39;X;0;0;0;0;0;0;3;X;0;0;0;0;0;0;29;X;0;0;0;0;0;0;29;X;0;41;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;44;3;3;0;0;0;0;0;0;0;0;0;0;0;0;76;X;0;41;0;0;5;0;0;30;X;0;28;X;0;47;0;X;0;0;0;0;0;0;0;0;0;29;47;X;0;0;0;43;22;9;3;0;0;0;22;11;7;X;0;0;0;5;0;0;0;0;0;0;16;11;X;X;0;0;0;15;X;0;27;0;10;0;0;12;0;4;0;0;5;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;31;11;11;6;3;X;X;0;0;0;0;0;0;69;X;3;3;0;0;X;0;35;0;X;3;0;0;X;0;4;0;X;0;0;0;0;0;30;X;0;0;0;0;0;0;26;X;0;42;0;0;0;0;X;0;X;0;0;X;0;X;0;0;X;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;0;0;0;0;28;41;0;X;X;X;0;3;0;0;0;0;0;X;0;0;50;27;0;0;0;0;30;11;0;0;0;0;4;X;0;0;0;0;16;15;0;0;0;0;22;0;0;28;0;7;X;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;31;11;16;0;0;0;0;0;0;0;0;X;4;X;X;X;X;0;X;0;0;0;X;0;0;0;0;4;0;X;0;X;3;43;22;9;X;X;0;0;0;0;77;0;2302800
230280005000083;25;28;X;126;0;X;0;0;X;0;0;0;0;4;0;64;117;X;X;0;4;184;X;0;0;0;0;X;X;178;X;0;0;0;0;X;X;X;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;25;26;X;131;0;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;X;0;0;0;63;121;0;X;0;0;0;0;0;0;0;0;X;0;X;0;186;0;X;180;0;X;X;0;0;4;0;0;26;27;X;131;0;0;0;0;0;0;0;X;0;0;0;64;122;0;0;X;0;143;37;6;X;0;0;0;138;36;6;X;0;0;0;X;0;0;0;0;0;0;3;X;0;0;0;0;0;15;23;X;103;0;9;5;0;23;0;X;0;0;5;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;93;12;25;X;4;X;0;0;0;0;0;0;0;67;X;40;74;X;3;0;0;64;X;40;71;X;3;0;0;X;0;0;0;0;0;0;0;X;0;0;3;0;0;0;0;12;6;X;47;0;X;0;0;X;0;6;8;0;26;0;7;12;0;55;0;0;0;0;X;0;0;X;0;X;0;0;0;0;0;0;0;0;0;0;0;25;42;0;X;12;28;27;47;0;X;X;X;0;0;0;0;102;59;0;0;26;0;99;58;0;0;24;0;X;0;0;0;X;0;X;X;0;0;X;0;15;16;X;70;0;8;9;0;42;0;0;0;0;0;0;0;0;0;0;0;3;3;X;19;0;0;0;0;0;0;35;67;20;39;0;0;0;0;10;16;0;0;X;X;X;X;0;0;0;0;X;0;0;0;0;0;X;0;0;0;X;0;X;X;143;37;6;X;0;0;0;0;0;187;0;2302800
230280005000084;46;18;0;109;0;0;0;0;0;0;5;X;0;16;0;86;87;0;0;11;11;193;X;0;0;X;0;0;0;171;X;0;0;X;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;51;19;0;123;0;0;0;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;96;97;0;X;0;0;0;0;X;0;0;0;0;0;0;0;194;X;0;172;X;0;0;0;0;22;0;0;50;19;0;125;0;X;0;0;0;0;0;0;0;0;0;97;97;0;X;0;0;160;26;6;X;0;X;0;146;21;3;X;0;X;0;0;0;0;0;0;0;0;14;5;3;0;0;0;0;37;18;0;105;0;9;X;0;16;0;4;0;0;X;0;X;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;0;83;77;11;15;3;3;0;X;0;0;0;X;0;0;17;3;3;142;23;7;0;0;17;3;3;122;21;7;0;0;0;0;0;0;0;0;0;0;0;0;0;20;X;0;0;0;7;X;0;8;0;X;X;0;X;0;0;0;0;3;0;36;15;0;91;0;5;X;0;17;0;X;0;0;5;0;0;0;0;0;0;0;0;0;0;0;9;8;X;X;X;X;74;68;8;15;3;4;0;0;0;0;166;26;X;0;X;0;145;25;X;0;X;0;0;0;0;0;0;0;21;X;0;0;0;0;46;17;0;103;0;5;X;0;19;0;0;0;0;X;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;0;85;81;12;14;0;X;0;0;0;X;0;0;X;0;X;0;0;0;0;0;0;0;0;X;0;0;0;0;0;0;X;X;0;0;160;26;6;X;0;0;0;0;0;193;X;2302800
230280005000085;43;4;X;105;0;0;0;0;0;0;4;X;0;9;0;58;95;0;0;9;6;154;10;X;0;0;X;X;0;139;10;X;0;0;X;X;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;45;6;X;102;0;X;0;0;9;0;0;0;0;X;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;0;0;X;0;0;0;0;0;0;56;98;7;3;X;0;0;0;0;0;X;0;X;0;0;0;164;X;X;149;X;X;0;0;0;15;0;0;46;6;X;111;0;0;0;0;X;0;X;0;0;X;0;64;100;X;X;X;0;125;35;6;X;0;0;0;114;32;5;X;0;0;0;0;0;0;0;0;0;0;11;3;X;0;0;0;0;30;6;0;89;0;15;0;X;19;0;X;0;0;4;0;0;0;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46;79;17;18;3;3;X;X;0;0;0;0;0;0;48;4;5;52;59;0;0;0;43;4;5;45;56;0;0;0;0;0;0;0;0;0;0;0;5;0;0;7;3;0;0;0;11;X;X;35;0;0;0;0;4;0;X;0;0;4;0;17;4;0;31;0;18;X;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;33;X;3;4;X;22;30;25;34;0;0;0;0;0;0;127;41;0;0;0;0;117;36;0;0;0;0;0;0;0;0;0;0;10;5;0;0;0;0;40;5;X;81;0;7;X;0;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;78;18;23;0;0;0;0;0;0;0;0;4;10;4;10;0;0;0;0;0;0;0;4;0;X;0;0;8;0;X;X;9;X;125;35;6;X;0;0;0;0;0;168;0;2302800
